1	3	4
5	6	7
1	5	8
5	10	9
11	5	9
9	13	12
14	9	12
14	16	15
17	19	20
17	3	2
21	22	23
21	6	4
3	21	4
24	25	26
6	24	7
24	28	27
7	27	10
27	30	29
13	27	29
13	31	12
31	33	32
16	31	32
16	34	15
34	36	35
37	19	18
39	40	41
39	22	20
19	39	20
42	43	44
42	25	23
22	42	23
25	45	26
28	45	46
30	46	47
30	48	29
48	50	49
33	48	49
33	51	32
51	53	52
36	51	52
36	54	35
55	40	38
55	37	57
58	43	41
40	58	41
43	60	44
45	60	61
46	61	62
46	63	47
50	63	64
50	65	49
53	65	66
53	67	52
54	67	68
70	1	69
72	69	71
69	8	73
74	69	73
76	74	75
73	11	77
78	73	77
79	74	78
80	11	14
78	80	81
82	78	81
83	14	15
84	80	83
85	18	17
85	2	70
88	85	87
85	72	87
89	72	71
91	89	90
89	76	90
92	76	75
94	92	93
92	79	95
93	95	96
82	97	98
95	82	98
99	95	98
83	34	100
84	100	101
97	84	101
102	97	101
100	35	103
104	100	103
37	86	105
105	88	106
107	88	87
109	107	108
107	91	108
110	91	90
112	110	111
110	94	111
113	94	93
113	96	114
99	115	116
114	99	116
102	117	118
115	102	118
119	115	118
35	120	103
104	120	121
117	104	121
122	117	121
57	105	123
124	105	106
124	109	125
126	109	108
126	112	127
128	112	111
128	113	129
129	114	130
131	114	116
119	132	133
131	119	133
54	134	120
120	135	121
122	135	136
132	122	136
138	55	137
137	57	139
140	59	58
58	138	140
59	142	60
61	142	143
61	144	62
63	144	145
64	145	146
64	147	65
65	148	66
66	149	67
67	150	68
152	137	151
153	137	139
155	140	154
140	152	154
152	156	154
142	155	157
155	158	157
142	159	143
144	159	160
145	160	161
145	162	146
162	163	164
147	162	164
147	165	148
165	166	167
149	165	167
149	168	150
170	153	169
172	156	171
156	170	171
170	173	171
175	158	174
158	172	174
172	176	174
159	175	177
175	178	177
159	179	160
177	180	179
160	181	161
181	180	182
163	181	182
163	183	164
183	184	185
166	183	185
166	186	167
186	187	188
168	186	188
190	173	189
192	176	191
176	190	191
190	193	191
178	192	194
192	195	194
195	193	196
178	197	180
197	195	198
198	196	199
180	200	182
200	198	201
184	200	201
198	202	201
184	203	185
203	202	204
187	203	204
199	205	206
139	123	207
208	123	124
208	125	209
209	126	210
210	127	211
211	128	212
213	128	129
214	129	130
215	130	131
133	216	217
215	133	217
134	150	218
134	219	135
136	219	220
220	132	136
153	207	221
221	208	222
223	208	209
224	223	225
223	210	225
226	210	211
227	226	228
226	212	228
229	212	213
230	213	214
230	215	231
233	234	232
216	234	217
234	215	217
150	235	218
219	235	236
237	238	236
219	238	220
238	216	220
169	221	239
240	221	222
173	239	241
241	240	242
240	224	242
243	224	225
244	243	245
243	227	245
246	227	228
247	246	248
246	229	248
247	250	249
250	229	230
249	252	251
233	252	231
252	230	231
254	255	253
237	255	232
255	233	232
187	257	188
235	188	257
256	258	257
235	258	236
258	237	236
189	241	259
260	241	242
189	261	193
261	260	262
260	244	262
263	244	245
193	264	196
261	265	264
265	263	266
263	247	266
264	268	267
265	269	268
266	249	269
202	267	270
270	268	271
268	272	271
254	272	251
272	249	251
204	270	273
256	204	273
270	274	273
256	274	253
274	254	253
275	196	264
205	276	206
199	276	267
275	267	276
1	2	3
5	4	6
1	4	5
5	7	10
11	8	5
9	10	13
14	11	9
14	12	16
17	18	19
17	20	3
21	20	22
21	23	6
3	20	21
24	23	25
6	23	24
24	26	28
7	24	27
27	28	30
13	10	27
13	29	31
31	29	33
16	12	31
16	32	34
34	32	36
37	38	19
39	38	40
39	41	22
19	38	39
42	41	43
42	44	25
22	41	42
25	44	45
28	26	45
30	28	46
30	47	48
48	47	50
33	29	48
33	49	51
51	49	53
36	32	51
36	52	54
55	56	40
55	38	37
58	59	43
40	56	58
43	59	60
45	44	60
46	45	61
46	62	63
50	47	63
50	64	65
53	49	65
53	66	67
54	52	67
70	2	1
72	70	69
69	1	8
74	71	69
76	71	74
73	8	11
78	74	73
79	75	74
80	77	11
78	77	80
82	79	78
83	80	14
84	81	80
85	86	18
85	17	2
88	86	85
85	70	72
89	87	72
91	87	89
89	71	76
92	90	76
94	90	92
92	75	79
93	92	95
82	81	97
95	79	82
99	96	95
83	15	34
84	83	100
97	81	84
102	98	97
100	34	35
104	101	100
37	18	86
105	86	88
107	106	88
109	106	107
107	87	91
110	108	91
112	108	110
110	90	94
113	111	94
113	93	96
99	98	115
114	96	99
102	101	117
115	98	102
119	116	115
35	54	120
104	103	120
117	101	104
122	118	117
57	37	105
124	123	105
124	106	109
126	125	109
126	108	112
128	127	112
128	111	113
129	113	114
131	130	114
119	118	132
131	116	119
54	68	134
120	134	135
122	121	135
132	118	122
138	56	55
137	55	57
140	141	59
58	56	138
59	141	142
61	60	142
61	143	144
63	62	144
64	63	145
64	146	147
65	147	148
66	148	149
67	149	150
152	138	137
153	151	137
155	141	140
140	138	152
152	151	156
142	141	155
155	154	158
142	157	159
144	143	159
145	144	160
145	161	162
162	161	163
147	146	162
147	164	165
165	164	166
149	148	165
149	167	168
170	151	153
172	154	156
156	151	170
170	169	173
175	157	158
158	154	172
172	171	176
159	157	175
175	174	178
159	177	179
177	178	180
160	179	181
181	179	180
163	161	181
163	182	183
183	182	184
166	164	183
166	185	186
186	185	187
168	167	186
190	171	173
192	174	176
176	171	190
190	189	193
178	174	192
192	191	195
195	191	193
178	194	197
197	194	195
198	195	196
180	197	200
200	197	198
184	182	200
198	199	202
184	201	203
203	201	202
187	185	203
199	196	205
139	57	123
208	207	123
208	124	125
209	125	126
210	126	127
211	127	128
213	212	128
214	213	129
215	214	130
133	132	216
215	131	133
134	68	150
134	218	219
136	135	219
220	216	132
153	139	207
221	207	208
223	222	208
224	222	223
223	209	210
226	225	210
227	225	226
226	211	212
229	228	212
230	229	213
230	214	215
233	231	234
216	232	234
234	231	215
150	168	235
219	218	235
237	232	238
219	236	238
238	232	216
169	153	221
240	239	221
173	169	239
241	239	240
240	222	224
243	242	224
244	242	243
243	225	227
246	245	227
247	245	246
246	228	229
247	248	250
250	248	229
249	250	252
233	251	252
252	250	230
254	251	255
237	253	255
255	251	233
187	256	257
235	168	188
256	253	258
235	257	258
258	253	237
189	173	241
260	259	241
189	259	261
261	259	260
260	242	244
263	262	244
193	261	264
261	262	265
265	262	263
263	245	247
264	265	268
265	266	269
266	247	249
202	199	267
270	267	268
268	269	272
254	271	272
272	269	249
204	202	270
256	187	204
270	271	274
256	273	274
274	271	254
275	205	196
205	275	276
199	206	276
275	264	267
